espessura,peso,densidade,umidade,linha,fornecedor,lote,qualidade
,498.0,1.2,0.270287863609453,A,local,reciclado,reprovado
0.8,516.8,0.94,12.049014906338417,A,local,reciclado,reprovado
0.92,480.4,1.05,7.190195269012047,B,local,novo,
1.37,519.6,0.98,12.269903443344447,B,local,reciclado,reprovado
1.43,499.2,1.05,6.976048105690379,A,importado,novo,reprovado
1.3,505.0,0.99,9.704067076077209,B,local,reciclado,reprovado
1.49,494.4,1.17,5.448982586729944,A,importado,reciclado,reprovado
0.86,514.1,1.19,11.155181042044934,A,importado,novo,reprovado
1.18,502.5,1.02,3.8126426267174662,A,local,reciclado,aprovado
1.28,506.5,0.92,10.790338678127286,A,local,novo,reprovado
,506.0,1.1,2.9007397661582246,A,importado,,aprovado
1.36,494.6,1.01,10.83251525509088,A,importado,novo,reprovado
1.44,483.0,1.2,,A,local,reciclado,reprovado
1.05,512.3,0.93,,C,local,reciclado,reprovado
0.83,491.6,0.94,12.1724090621791,C,importado,novo,
1.05,514.0,1.11,12.205389550350997,B,local,novo,reprovado
1.27,504.3,1.13,10.371035542880348,B,importado,reciclado,reprovado
0.95,494.1,1.04,13.85862946136155,C,importado,novo,
1.37,503.8,0.98,2.3429054001760092,C,importado,novo,reprovado
0.95,505.8,0.99,4.039819803196561,C,local,reciclado,reprovado
0.81,508.3,1.0,4.410211299301526,B,importado,reciclado,reprovado
1.16,512.9,0.97,4.5792950610151815,A,local,reciclado,reprovado
1.31,486.4,1.16,4.9204797582645545,B,local,,reprovado
1.04,,0.92,10.455137656790049,A,importado,reciclado,reprovado
1.32,496.4,1.02,4.061372149880085,A,importado,novo,reprovado
1.11,514.4,1.12,4.288832322757222,B,,reciclado,reprovado
0.92,488.8,0.9,8.556218752739271,A,local,novo,reprovado
0.86,481.2,1.16,2.9003828259642326,B,local,reciclado,reprovado
1.3,502.9,1.11,5.473312598206838,C,local,novo,aprovado
1.07,493.0,0.92,0.8691058292415876,C,importado,reciclado,aprovado
1.44,519.4,1.17,14.288206620945106,B,local,novo,reprovado
1.18,484.2,1.05,4.759615156473544,B,local,novo,reprovado
1.04,481.9,1.1,12.750632003716289,B,local,reciclado,reprovado
,481.8,1.16,7.949183911049975,B,importado,reciclado,reprovado
0.89,488.7,1.16,3.4231823593155326,A,local,novo,reprovado
1.22,503.2,1.02,2.9014136100434818,C,local,reciclado,aprovado
,500.2,0.97,10.424411173245213,B,local,novo,reprovado
1.36,494.0,0.98,14.473032114504628,,local,novo,reprovado
0.94,483.6,1.13,2.7460458079375902,C,local,novo,reprovado
1.0,,1.18,1.7313182504511797,B,importado,novo,reprovado
0.87,487.4,0.92,5.806490181148956,C,local,reciclado,reprovado
1.01,509.8,0.9,5.9071582041791375,C,importado,novo,aprovado
1.1,511.2,1.15,,B,importado,reciclado,reprovado
1.47,511.1,1.02,,A,local,novo,reprovado
1.26,,0.98,0.9369178252846294,B,local,novo,reprovado
1.35,515.4,,13.810015375615496,A,importado,novo,reprovado
1.03,499.9,1.0,5.597818403258682,B,importado,reciclado,aprovado
0.9,496.6,1.19,10.027975957413043,A,importado,reciclado,
,516.6,1.19,10.012324073327477,C,importado,novo,reprovado
0.98,504.4,1.0,0.8451311785893262,C,importado,novo,reprovado
1.21,491.8,1.19,0.0540698873593537,B,local,novo,aprovado
1.04,502.6,0.99,1.3205554251626554,B,local,novo,
1.4,519.7,1.16,14.34796699447691,A,local,novo,reprovado
1.49,514.0,0.96,11.909894235654187,A,importado,reciclado,reprovado
1.04,491.3,1.15,1.9801841508811506,A,local,novo,aprovado
1.29,518.1,1.01,9.223047973482293,A,local,reciclado,reprovado
1.26,519.3,0.96,9.179606257639378,A,importado,reciclado,reprovado
0.94,489.2,1.18,0.008386408543869517,B,,novo,reprovado
1.44,515.8,0.96,6.435964027367961,C,importado,reciclado,reprovado
0.94,515.3,1.2,10.676632059026671,A,,novo,reprovado
1.32,481.6,0.93,2.8018927067605763,C,importado,novo,reprovado
1.04,506.8,0.9,12.763557479920545,C,,reciclado,reprovado
1.06,492.2,1.16,9.90457341148997,B,importado,reciclado,reprovado
1.12,507.0,1.08,0.10386445596828664,,local,novo,aprovado
1.41,516.5,1.03,12.82371270167038,A,importado,novo,reprovado
0.9,500.0,0.92,0.29100044282403703,A,local,novo,reprovado
0.84,496.6,1.07,13.318932062397835,A,importado,reciclado,reprovado
1.08,516.9,1.02,5.005782863548008,B,local,reciclado,reprovado
0.84,519.0,1.05,10.479753828329677,B,importado,novo,reprovado
1.28,,1.09,11.811464530676103,A,local,reciclado,reprovado
1.33,516.9,1.09,4.219032299359108,A,local,reciclado,reprovado
1.4,483.3,1.19,5.346552501104645,C,local,novo,reprovado
1.32,493.5,1.1,7.643126149834989,C,importado,novo,reprovado
1.44,510.5,1.0,8.740372976968626,A,importado,novo,
1.32,511.1,1.0,4.380628591157584,A,local,novo,reprovado
1.46,509.0,1.04,14.885930532678987,C,local,novo,reprovado
0.94,481.6,0.98,11.05507009833408,C,local,reciclado,reprovado
1.15,485.3,1.01,4.1122801473004325,A,importado,novo,reprovado
1.5,517.4,1.15,,C,local,reciclado,reprovado
1.28,483.3,1.16,,B,importado,novo,reprovado
1.42,483.1,1.09,12.90493337317597,,local,,reprovado
0.82,,1.07,4.934251061652301,A,importado,novo,reprovado
1.41,505.7,1.03,2.817809822298656,B,local,novo,reprovado
1.29,494.1,1.09,0.6920438817755536,B,,novo,aprovado
,486.6,1.14,14.76463847801671,C,importado,reciclado,reprovado
,515.4,1.12,5.388325104206996,A,local,novo,reprovado
0.98,519.5,0.91,3.307777026033796,,local,reciclado,reprovado
1.44,482.0,1.12,7.376527101412403,C,local,novo,reprovado
1.27,502.2,1.12,4.374589830673233,C,local,reciclado,aprovado
1.44,490.5,0.93,3.4935005148515064,B,,novo,reprovado
1.11,513.3,0.95,9.245767502988398,C,importado,reciclado,reprovado
,493.8,1.14,1.1227261112042815,C,importado,novo,reprovado
1.12,508.6,1.07,7.634894244497151,C,importado,novo,aprovado
0.94,501.6,1.15,5.8114695201702995,C,local,novo,reprovado
0.91,501.7,0.96,7.987939481214731,A,importado,reciclado,reprovado
1.5,,0.91,4.806609347083431,A,local,novo,reprovado
1.03,498.8,0.95,8.554813813872167,A,importado,novo,reprovado
0.91,513.8,1.04,1.2272781656187655,B,importado,,reprovado
0.81,494.5,1.06,5.642384341640427,A,local,novo,reprovado
1.0,487.0,1.16,,C,local,reciclado,reprovado
1.42,498.2,1.11,6.571345698827207,C,local,novo,reprovado
1.17,,1.2,5.975041604096874,A,importado,novo,
1.24,499.1,0.92,9.46775492575037,B,importado,novo,reprovado
1.45,512.3,0.94,9.431365922393102,B,importado,reciclado,reprovado
1.16,502.6,0.93,6.200471211430011,B,local,novo,aprovado
1.39,515.5,1.06,2.7243473549481845,C,importado,reciclado,reprovado
1.03,500.6,0.98,8.728704729105367,,importado,reciclado,reprovado
1.48,489.0,1.11,14.497730549832081,B,importado,reciclado,reprovado
0.86,485.2,0.94,2.7816408658235425,C,local,novo,reprovado
1.31,,0.93,1.0358876844692282,B,importado,reciclado,reprovado
1.26,482.2,1.04,3.9684177823803983,B,,novo,reprovado
0.93,484.7,,6.193805021013902,A,importado,novo,reprovado
1.07,482.5,1.15,4.592826327301765,C,importado,reciclado,reprovado
1.02,496.9,1.15,,B,local,reciclado,reprovado
0.87,501.3,0.94,7.395415087306172,,importado,reciclado,reprovado
1.21,480.8,1.14,3.6919182248894735,B,local,novo,reprovado
,500.6,1.07,14.252985853439997,A,importado,novo,reprovado
1.19,495.8,1.05,1.8759422958187484,B,local,reciclado,aprovado
1.18,510.9,0.93,1.8436716281706538,,importado,reciclado,reprovado
0.83,513.2,1.12,3.679272888143613,B,local,reciclado,reprovado
0.9,507.4,0.92,1.1515818247987564,A,importado,novo,reprovado
1.16,498.9,0.98,11.274790269447196,B,importado,reciclado,reprovado
1.49,488.6,0.93,4.692162512649574,B,importado,reciclado,reprovado
1.41,513.9,1.06,10.947569878595061,B,importado,novo,reprovado
1.04,493.7,1.09,11.441062015455714,C,,reciclado,reprovado
1.18,494.3,1.17,3.5627782612294308,C,local,novo,aprovado
1.19,516.6,1.12,7.775454581062262,B,local,reciclado,reprovado
1.28,519.0,1.19,7.793882643317175,C,importado,novo,reprovado
1.28,515.9,1.13,13.070466185056025,C,local,novo,reprovado
1.35,519.9,0.99,0.38446275004704045,B,importado,novo,reprovado
0.82,514.8,1.06,4.752005154732176,B,,reciclado,reprovado
1.46,508.2,1.04,13.23734070520532,B,importado,reciclado,reprovado
0.85,491.8,1.07,3.5520483407497117,C,importado,reciclado,reprovado
1.13,518.1,1.07,2.053199846196815,C,importado,novo,reprovado
1.44,515.1,1.11,,C,,novo,reprovado
1.14,489.6,0.92,4.58815142896512,B,importado,reciclado,reprovado
0.84,499.6,1.12,7.009417399046975,C,,novo,reprovado
0.96,482.8,0.94,12.300191484671048,C,importado,reciclado,reprovado
1.21,518.1,0.91,7.810454626245942,A,local,novo,
0.86,502.9,1.06,7.73834673990558,A,local,novo,reprovado
1.1,,1.07,4.172740135430867,B,importado,reciclado,reprovado
1.03,491.7,0.91,11.892983467161695,B,importado,novo,reprovado
1.37,,1.05,11.097219360719016,C,local,novo,reprovado
0.88,504.6,1.06,3.5118077198786963,,local,novo,reprovado
1.28,496.8,0.92,4.800067795682074,A,importado,reciclado,aprovado
1.08,,1.11,11.829422894873115,B,local,novo,reprovado
1.21,483.9,0.96,5.365767027376349,C,local,reciclado,reprovado
0.94,483.0,1.14,6.053394238396483,B,local,reciclado,reprovado
1.23,503.7,0.99,5.466184068834787,C,importado,novo,aprovado
1.27,500.5,1.04,2.424487897767655,A,local,reciclado,aprovado
0.85,494.4,1.17,5.11344802624362,C,importado,reciclado,reprovado
1.38,502.6,1.14,12.044029546557123,A,local,reciclado,reprovado
1.4,482.9,1.13,7.366130315656339,A,local,novo,reprovado
0.84,517.8,,6.873262249139543,A,importado,reciclado,reprovado
1.22,491.7,0.91,2.345267644137446,B,importado,novo,aprovado
1.22,482.9,1.08,2.6635475779579263,B,importado,reciclado,reprovado
0.81,486.8,1.02,0.6442524652517867,B,importado,novo,reprovado
1.04,483.8,1.17,0.20933297284835561,C,local,novo,reprovado
1.48,487.1,1.0,,B,local,reciclado,reprovado
1.19,496.7,1.02,6.1384853281944745,A,local,reciclado,aprovado
1.45,509.5,1.06,4.130663577173593,,local,reciclado,reprovado
1.27,490.9,1.14,14.850698105271226,A,local,,reprovado
0.82,497.4,0.98,5.969942934817586,B,local,reciclado,reprovado
0.85,517.2,1.18,11.83270348697424,C,local,novo,reprovado
1.31,491.8,1.06,3.158183899973351,C,importado,reciclado,reprovado
1.19,511.8,1.15,3.705618129131245,A,local,novo,reprovado
0.89,486.3,1.06,8.52587050777115,B,importado,reciclado,reprovado
1.23,487.1,1.13,0.06042404553290248,B,local,reciclado,reprovado
1.37,498.2,0.92,0.2613819286335006,A,local,novo,reprovado
1.33,489.4,1.14,2.1332808172429223,C,local,novo,reprovado
0.97,516.1,,3.3468156154644464,B,local,,reprovado
,482.0,1.03,7.917742736996577,B,importado,novo,reprovado
,503.9,0.93,10.293441462241896,B,local,reciclado,reprovado
,504.2,1.12,4.678179959820385,C,local,reciclado,reprovado
1.02,482.6,0.94,3.5860640400567623,B,local,novo,reprovado
1.38,509.3,0.96,12.342167677399816,C,local,novo,reprovado
0.91,498.8,0.94,2.441654770210137,B,local,novo,reprovado
,508.9,0.9,10.1748983258682,C,local,novo,reprovado
0.93,513.1,1.1,13.969957746238062,A,importado,novo,reprovado
0.86,492.9,0.98,3.483163653641108,C,importado,reciclado,reprovado
,499.4,0.94,1.3044804827422447,A,importado,novo,reprovado
1.21,490.4,,14.696383410240157,B,importado,novo,reprovado
0.98,488.1,1.05,4.061606941818774,B,importado,novo,reprovado
1.39,480.0,1.05,4.134948135900073,B,importado,reciclado,reprovado
1.36,518.5,1.01,7.256584370069955,A,importado,novo,reprovado
,497.6,1.05,3.4658648856921923,B,local,reciclado,reprovado
1.25,480.5,1.03,14.893085331503537,C,importado,novo,
1.31,480.4,1.15,0.6444882880431596,C,importado,novo,
1.3,,0.91,6.772096183984624,A,importado,novo,aprovado
1.31,480.6,1.16,8.225201025945005,C,importado,,reprovado
0.92,,0.97,7.004262869208735,A,local,reciclado,reprovado
1.02,482.5,1.12,,A,importado,novo,reprovado
1.39,481.6,1.02,14.813687163255965,B,importado,reciclado,reprovado
1.43,506.8,0.99,13.153523758051863,A,importado,,reprovado
1.0,516.3,1.08,4.626655189441674,C,importado,,reprovado
0.82,496.4,1.13,8.27215573786158,C,local,novo,reprovado
1.4,513.5,1.03,0.004665187932012538,B,local,reciclado,reprovado
1.06,481.2,1.04,6.14353502060578,A,importado,novo,reprovado
1.03,511.1,0.92,2.458113342929526,B,local,novo,reprovado
1.04,,1.18,10.670408861634895,B,importado,reciclado,reprovado
1.09,513.5,1.15,3.3163436645041724,B,local,novo,reprovado
1.06,515.3,1.02,11.233434682674126,B,local,reciclado,
,,1.13,4.6973975097010925,B,local,reciclado,reprovado
0.86,512.8,0.99,13.887429319670638,A,local,novo,reprovado
1.48,502.5,1.12,6.681249025520193,C,importado,reciclado,reprovado
1.46,490.6,1.06,12.592765795107738,A,local,novo,reprovado
1.45,505.7,1.04,,A,,reciclado,reprovado
1.42,497.6,0.92,14.660973223552054,B,importado,reciclado,
1.26,480.2,1.19,11.140841260681269,C,local,novo,reprovado
0.95,499.1,1.15,10.915549834670784,,local,novo,reprovado
0.83,506.0,1.14,3.9729897367397786,A,local,reciclado,reprovado
,,0.99,7.572896264588104,C,,reciclado,reprovado
1.03,504.9,,4.351705330284577,A,importado,novo,aprovado
1.15,,1.07,0.2894015552760554,C,local,reciclado,aprovado
1.5,486.3,1.15,10.658779989768503,A,importado,reciclado,reprovado
1.1,497.2,1.18,3.5375474955640303,B,local,novo,aprovado
1.17,518.6,0.98,5.959860455141813,C,local,novo,reprovado
,515.4,1.08,4.269581807607993,A,local,reciclado,reprovado
0.93,496.4,1.12,2.9945378469547568,A,local,novo,reprovado
1.45,494.0,0.97,1.0067898657563017,C,importado,reciclado,reprovado
1.17,485.0,1.02,5.068348631569295,C,local,reciclado,reprovado
0.99,481.4,0.96,1.2261738528180381,C,importado,reciclado,reprovado
1.45,491.9,1.11,8.104787106048343,C,importado,novo,reprovado
1.24,517.6,1.16,0.2943615564220692,C,importado,novo,reprovado
1.14,518.3,1.16,14.100298194642896,C,,novo,reprovado
1.21,512.5,1.1,14.497125291790148,B,importado,reciclado,reprovado
1.32,494.0,1.0,4.569807724445535,B,local,reciclado,reprovado
0.91,485.7,1.1,3.902919612097049,C,importado,reciclado,reprovado
1.41,503.8,1.16,1.5660779955270177,A,local,novo,reprovado
1.47,505.9,1.09,13.573783898710031,,local,reciclado,reprovado
1.2,497.0,1.02,8.802958879498565,B,importado,reciclado,reprovado
1.28,507.7,1.18,9.151873844971597,A,importado,reciclado,reprovado
1.4,509.9,1.15,13.43784693902997,B,importado,reciclado,reprovado
1.06,511.3,1.16,13.661801907848979,B,local,reciclado,reprovado
1.49,500.1,1.17,12.425125045657664,C,local,reciclado,reprovado
1.28,511.7,1.02,11.601623416494917,B,local,novo,reprovado
1.1,481.0,1.16,,B,importado,novo,reprovado
1.27,507.2,1.07,13.13955910026784,B,local,novo,reprovado
1.17,489.4,0.91,5.529672844078492,C,local,reciclado,reprovado
0.88,490.8,1.09,,A,local,novo,reprovado
1.36,483.7,1.04,10.636983197405838,A,local,reciclado,reprovado
1.2,487.7,0.98,5.55314151018993,A,importado,reciclado,reprovado
1.36,519.7,1.19,6.630742759132634,A,local,novo,reprovado
0.91,496.6,,10.306965874222069,B,importado,reciclado,reprovado
1.18,517.1,1.18,5.416483644520188,C,local,reciclado,reprovado
1.34,486.5,0.95,12.398365680300245,C,local,reciclado,reprovado
1.49,488.2,1.01,2.2209543178721445,,local,novo,reprovado
1.42,502.3,1.03,13.613914480664441,A,importado,reciclado,reprovado
1.41,494.0,1.12,4.517962677549136,C,local,reciclado,reprovado
0.97,505.8,,,B,importado,novo,reprovado
1.39,496.9,1.2,12.870364221690348,B,local,reciclado,reprovado
0.92,512.5,1.12,3.591948584036817,B,importado,novo,reprovado
0.94,497.3,1.14,12.650936070744018,B,local,reciclado,reprovado
0.88,502.9,0.93,4.443966051730142,C,importado,novo,reprovado
1.4,492.8,1.04,14.007964314812352,B,importado,novo,reprovado
0.88,508.2,1.18,3.2861645970196687,C,local,novo,
0.9,506.2,0.98,1.0447498660800196,B,local,reciclado,reprovado
0.97,495.9,0.94,,B,importado,,reprovado
1.2,491.0,1.05,2.4843861336547937,C,local,reciclado,aprovado
1.42,504.6,1.18,,B,local,reciclado,reprovado
1.09,517.7,1.05,12.359660251775047,A,local,novo,reprovado
1.18,485.3,1.02,1.2288808457495248,C,importado,novo,reprovado
0.92,512.0,1.1,6.677027984144033,C,importado,novo,reprovado
0.99,501.7,1.18,1.1009948720267344,B,local,reciclado,reprovado
0.89,501.0,,4.94679846917717,C,local,reciclado,reprovado
1.09,518.5,0.95,5.2725461735998005,C,importado,novo,reprovado
1.21,504.2,0.94,8.994499954913604,A,local,novo,reprovado
,513.2,0.93,14.638433517646687,C,local,novo,reprovado
1.39,500.6,0.99,2.546451601613386,A,importado,novo,reprovado
1.49,490.0,,4.937264471232182,C,local,novo,reprovado
0.88,507.8,1.06,8.806537413217958,A,importado,novo,reprovado
0.81,516.9,1.0,2.5713128297939574,C,local,novo,reprovado
,513.6,1.02,10.660644933880787,C,importado,novo,reprovado
0.93,487.9,1.18,6.054895738295559,A,,reciclado,reprovado
1.05,492.7,0.95,14.243584434529756,A,local,novo,reprovado
1.08,500.7,1.02,9.448064178235892,A,,novo,reprovado
1.44,502.9,,5.446210668151425,C,local,reciclado,reprovado
1.26,,1.06,,B,importado,reciclado,reprovado
0.83,489.2,1.12,12.581318669849269,B,importado,reciclado,reprovado
0.81,510.4,1.15,12.007196460442527,C,local,reciclado,reprovado
0.94,509.2,1.05,3.941465911930257,C,local,reciclado,reprovado
1.02,513.6,1.16,6.2547502822328855,A,importado,novo,reprovado
1.14,517.3,1.14,6.782664915457574,A,local,novo,reprovado
1.39,492.3,0.95,5.825750882585632,A,,reciclado,reprovado
1.02,514.4,0.97,4.662953742837263,B,importado,reciclado,reprovado
1.06,506.6,1.1,11.291216989220215,C,importado,novo,reprovado
1.03,518.3,1.19,0.1833636514726661,C,local,reciclado,reprovado
0.81,490.9,1.01,4.403163432881563,B,importado,novo,reprovado
1.47,490.8,0.97,2.1242588545935543,A,local,reciclado,reprovado
0.9,508.2,1.16,1.9315397384992083,A,importado,novo,reprovado
1.0,517.1,0.96,4.15438000346218,A,importado,reciclado,reprovado
0.89,513.0,1.11,11.432296366725726,A,local,reciclado,reprovado
1.14,509.1,0.91,14.541328036176505,B,local,reciclado,reprovado
1.45,495.5,0.91,7.719276998116482,A,local,reciclado,reprovado
0.87,508.7,1.04,5.084577263653768,A,importado,reciclado,reprovado
1.11,512.0,1.1,12.437556994666304,B,importado,novo,reprovado
0.82,510.1,0.94,1.0065513790237413,A,local,reciclado,reprovado
1.34,507.1,1.13,1.3975191281854231,B,local,reciclado,reprovado
1.25,481.9,0.94,5.1804947212390005,A,local,novo,reprovado
1.29,506.4,1.06,6.7261274920702645,C,importado,reciclado,aprovado
1.13,499.1,0.99,11.967568039220613,A,importado,reciclado,reprovado
1.44,518.5,1.13,13.878959090036846,,importado,novo,reprovado
1.09,504.3,1.14,7.969148024876757,B,local,novo,aprovado
1.16,504.3,0.92,7.434670043569122,A,importado,reciclado,aprovado
1.29,519.8,0.96,3.195165286185513,A,local,reciclado,reprovado
,483.7,1.17,6.76772315549975,A,local,reciclado,
0.93,491.1,,13.854663469110678,C,local,reciclado,reprovado
1.02,506.2,,5.893493044100572,A,importado,novo,aprovado
0.86,492.6,0.95,3.1602373170144364,B,importado,novo,reprovado
1.1,493.8,1.2,5.059425438077146,A,importado,novo,aprovado
1.23,515.7,1.18,7.718919189527602,B,local,reciclado,reprovado
0.88,503.2,0.9,,C,importado,novo,reprovado
1.24,484.1,1.07,6.486448194602538,,,reciclado,reprovado
1.43,492.4,1.16,11.378042693104538,C,local,novo,reprovado
1.04,483.0,1.03,8.7668007316006,C,local,reciclado,reprovado
0.96,,1.03,,C,local,novo,reprovado
1.43,486.9,1.01,12.943783869168456,B,importado,novo,reprovado
1.28,514.3,0.91,12.985328554089792,,local,novo,reprovado
0.87,503.1,1.14,3.0526246845314713,B,local,novo,reprovado
1.09,482.4,1.04,9.350171172489746,A,importado,novo,reprovado
1.27,492.0,1.06,10.749612915624901,B,local,reciclado,reprovado
1.2,504.7,0.98,2.1877942989127668,C,local,,aprovado
1.23,493.4,1.14,12.641547555883776,B,importado,novo,reprovado
1.2,500.5,1.14,2.7070479301699697,C,local,novo,aprovado
1.36,516.4,1.07,11.989191349122857,B,importado,reciclado,reprovado
1.02,494.0,1.17,2.4219863493517413,B,local,reciclado,aprovado
1.3,493.4,0.93,,C,,reciclado,reprovado
1.49,512.8,1.14,2.222219683299956,B,,novo,reprovado
1.07,492.8,1.07,5.682439662877031,A,local,novo,aprovado
1.35,,0.97,2.152742002081079,A,importado,novo,reprovado
0.97,487.2,0.94,4.060726444899446,C,importado,novo,reprovado
1.0,518.0,0.99,14.767721660302268,C,importado,reciclado,reprovado
1.45,517.3,1.16,1.615134841040755,C,local,reciclado,reprovado
0.82,489.0,1.14,6.096972396268322,A,local,novo,reprovado
0.95,502.1,1.09,10.153790113282843,C,local,novo,reprovado
1.14,485.5,0.93,1.4189785559592871,C,importado,novo,reprovado
